,0
2994,kpai kalau memang mau begitu sungguh kamu itu harus belajar bagaimana bicara kepada publik dirimu sok pintar dan keminter tapi gak mau tahu soal berkomunikasi atas kesalahanmu ini kpai menjadi bulan2an dan jelek sudah namanya karena kamu hai pengurus kpai yang dongok
2995,kpai hanya berpikir utk kelompoknya sendiri tidak sekaligus memberi jalan keluar untuk anak2 tapi mirip seperti kaum radikal di timur tengah yang membatasi anak perempuan dll dari sisi negatifnya adakah terobosan utk anak2 dan perempuan yang dibangun oleh kpai hanya pagar yiang dibangun hanya tembok yng mengurung bukan ruang yang sehat utk anak perempuan berkembang sehat di negara ini dengan semua potensi
2996,olahraga nggak penting bos yang penting masuk syurga
2997,mau gimana maju atlit generasi mendatang kalau di halangi2 bakat yg di di miliki anak2 itu selama anak2 itu mendapatkan kebutuhan yg layak dari djarum serta anak2 itu jadi memiliki kemampuan yg bagus untuk di masa mendatang kenapa tidak di dukung terkecuali anak2 itu tidak mendapatkan kelayakan dari segi fasilitas kesehatan dan biaya kebutuhan yg di perlukan dan mengandalkan dari orang tua dari anak2 itu baru namanya eksploitasi tapi ini kan tdk seperti itu justru dengan hadirnya djarum sebagai penyelenggara justru itu sangat bagus buat anak2 yg punya talenta yg tidak memiliki kempuan ekonomi mengikuti pelatihan2 yg berbayar dari tempat lain belajar dari pemain bola di luar negeri semua pemain bola terkenal saat ini semua berawal dari sekolah bola dari sejak usia anak2 agar mereka punya pondasi dasar kalau sudah besar maw jadi atlit dan baru belajar dasar pondasi sebagai atlit itu tidak akan maksimal usia anak2 produktif sangat cepat menerima semua pelajaran
2998,kpai goblok
2999,mereka mungkin lupa dimana mereka taruh otak dan hati mereka bagaimana bisa dipakai
3000,macam betul aja lu perusahaan lain mana yg mo jor jor an kaya jarum
3001,u2 63mohon proses recruitment anggota dan pimpinan lembaga non kementerian dilaksanakan secara objektif dan tentu harus sesuai uud 1945 dan pancasila
3002,sangat disayangkan kpai lebay pb djarum baperan mudah2n ada solusi dr menpora
3003,kelompok hti sudah menguasai sampai kpai dan ini sudah bahaya banget ayooo pemerintah saatnya bertindak tegas
3004,kpai kurang kerjaan kpai cari sensasi saja kalau udah ngambek begini gimana hayo udah gitu respon kpai seolah cuci tangan masih banyak masalah anak2 lain yg lebih mendesak utk diselesaikan
3005,yang salah adalah undang2nya maka kpai sebaiknya di bubarkan karena merupakan lembaga yang di bentuk oleh uu yang salah
3006,sok peduli anak
3007,setuju dengan pb jarum biar yg nyinyir2 mikir dulu
3008,harusnya kpai bijak kalau bicara kegiatan pb jarum sdh lama dilakukan dan hasilnya ikut mengharumkan indonesia di kancah bulutangkis dunia mengapa waktu pp 1 9 2 12 terbit tdk ada yg mengingatkan lbh bijak kalau kpai membantu pb jarum pd saat seleksi para junior agar tdk menyalahi aturan piye to kpai dewasa dan bijaklah
3009,mohon proses recruitment anggota dan pimpinan lembaga non kementerian dilaksasanakan secara objektif dan tentu harus sesuai uuud 45 dan pancasila
3010,haddaaahhh good byeeeee badminton ud83d ude2d ud83d ude2d ud83d ude2d ud83d ude2d ud83d ude2d ud83d ude2d
3011,lha kalau sponsor sudah keluarin dana miliaran tapi nda boleh nampilin logo perusahaan terus piye ya mana mau coba kpai cari donatur lain yang mau keluarin miliaran lainnya yg lebih cocok untuk anak2 silakan
3012,laaa kpai kan tau jarum kudus ya indentik dgn tembakau kalo gitu kpai aja jd sponsor perekrutan anak2 untuk smua olahraga gmn
3013,kpai sejak kapan ada audisi bulutangkis djarum sejak kapan dimulai udah lama kan audisi dimulai tahun 2 6 kpai ada 2 2 kalo melawan uu kenapa nggak dari dulu pe a i atau anak2 bulutanfkis yg memakai kaos berlogo djarum itu jadi perokok bapak pe a i ekploitasi anak karena mereka memakai kaos atau atribut perusahan rokok djarum coba tanya psikolog seperti apa efek buruknya untuk atlit2 muda bulutangkis itu lalu kalau perusahaan coklat atau susu yg jadi backset kaos mereka seperti apa kejiwaan anak itu
3014,kpai memalukan dan layak dibubarkan pak jokowi masukkin ke list ya buat dibubarin
3015,otak sampahh yg keluar juga sampahh
3016,bukannya cari solusi buat anak berbakat malah bikin ruwet iki piye
3017,cari2 sensasi dan dana kali ya sinetron yg banyak sekali exploitasi anak2 tidak di urusi kacau balau
3018,kapeayi isinya makhluk berkerudung otak cetek stop aja audisi biar anak2 suruh ngaji dan ngegajdget aja anak2 nanti biar gk punya mental petarung suruh di rumah aja
3019,yo wis lah sudah terjadi tapi ingat yah tahun depan ada pilkada serentak tolong ditegur dan diambil tindakan itu kelompok atau partai yang kampanye dimana pesertanya membawa anak anak dengan alasan apapun
3020,play stupid games win stupid prizes ud83d ude 6
3021,cara koment di web nya kpai bgm ya kok dr kmrn cuman 3 komentar saja apa kita di block ada yg tahu medsosnya kpai yuk kita viralkan kita selamatkan impian anak indonesia
3022,bibir dikulum sambil makan bubur assalamualaikum
3023,komisi perusak anak indonesia
3024,kalau sfoundation yang sama2 berkonotasi rokok kok tidak dipermasalahkan takut karena sebagian sahamnya dimiliki pma
3025,kata kata mengeksploitasi anak itu lho yang bikin enek dan ini malah diulang ulang khan mereka ndak disuruh merokok atau apapun itu itu anak2 yang diperalat ikut demo dll mestinya itu yang diangkat kurang cerdas nih orang2 kpai
3026,ntar sy ganti pb gg foundation lah wkwkwk
3027,kegiatan dlm hal positif disasar jg oleh komisi mgkn indonesia ini ditakdirkan tdk maju
3028,si pe a selalu bikin onar
3029,cukuplah kejayaan bulu tangkis indonesia menjadi sejarah dan kenangan saja hidup kpai ud83d ude1d ud83d ude1d ud83d ude1d ud83d ude1d ud83d ude1d ud83d ude1d
3030,keputusan djarum sudah tepat lebih baik dananya disalurkan audisi dan pembinaan atlit bridge seperti pak bambang h untuk bulutangkis biarlah diurus pihak kpai saja
3031,anak anak yang pawai khilafah ngga diurus giliran anak anak yang sedang kembangkan bakatnya diusik alasan uu alasan perusahaan rokok pb djarum beda dengan pt djarum kalau pakai sponsor ya wajar kenapa ngga teriak ajang pencarian bakat yang di tv yang sponsornya lebih banyak dan lebih besar apa bedanya mana yang eksploitasi
3032,ngaku aja lo kpai baru disogok sama bloomberg dari amrik utk kampanye antirokok jadi kudu koar2 utk membuktikan dananya dipakai sesuai tujuan ga tau mesti ngapain karena para pengusaha rokok sdh ikut aturan ada grey area di bulutangkis disikat juga deh ini bentuk ignorance terhadap kepentingan yg lebih besar uud banget
3033,kpai selaku ky pahlawan kesiangan mana buktinya masih banyak anak yg d aniaya d lecehkan d perdagangkan pb djarum memberikan kebaikan buat mereka kok malah di tuduh
3034,begini lah hasil kerja kpai yang diisi orang orang totol yang kurang berwawasan selalu mengaitkan pd djarum dengan rokok buka mata buka telinga
3035,mau apa kek sponsor itu ada bisa mamejukan dan mengharumkan nama indonesia yang penting kan ada andilnya buat bangsa kan dari rokok ngabdisuruh ngerokok juga anak nya kpai kek mau aja loe sponsorin anak berbakat indonesia kpai kerja loe nga ada guna
3036,ironisnya hanya djarum group perusahaan yang terlihat sangat peduli dalam pengembangan prestasi bulutangkis di indonesia
3037,kpai urus itu anak jalanan jajanan anak2 yg mengandung zat berbahaya kekerasan anak disekolah anak2 yg ikut demo orangtua jangan urus bulutangkis yg sudah memberikan prestasi buat indonesia kerja yg becusss bambankkkk
3038,kpai terlalu banyak baca teori konspirasi jadi dikit2 curiga
3039,kpai dibayarnya pakai duit pajak dari djarum juga sekarang sok kebelinger dengan membenturkan program djarum foundation dengan undang undang
3040,selamat kpai lalu kemana lagi anak anak akan dialirikan suporter bola tawuran ikutan demo demi nasi bungkus selagi diucapkan selamat dzalim
3041,komisi level tikus got tidak ada kontribusi positif buat negeri ini maunya indonesia hancur tidak bermartabat
3042,akibat ulah oknum kpai yang ingin dilihat bekerja dengan langsung bicara di publik sekarang sibuk mencari pembenaran deh bisa dibayangkan nasib prestasi bulutangkis indonesia kedepan ud83d ude2d ud83d ude2d ud83d ude2d
3043,goblok dimana yg namanya sponsor ya pasti pasang logo perusahaannya lah masa yg buat audisi djarum lantas dipasang logonya pakai logo kpai otak dipakai buat mikir bukan cm jd pajangan
3044,kpai urus tu sinetron film you tuber demontrasi yang melibatkan anak balita juga para penyanyi mubalig cilik kalau nggak sesuai uu yang ada proses semuanya jangan diskriminasi
3045,kpai udah gila ya hal remeh temeh seperti ini diurusi dan polemik ini justru menghabat pancarian bibit pebulutangkis muda indonesia inilah hasil kerja komisi yang orangnya gak jelas kerjaannya
3046,ekploitasi pala mu sedeng liat di pinggir2 jalan banyak eksploitasi anak liat sinetron2 atau acara yg jelas2 eksploitasi anak
3047,sebaiknya kpai segera mendirikan pb kpai yg sesuai dengan peraturan dan undang2 perlindungan anak lalu kita lihat bgmana prestasinya dibanding pb djarum mana yg lebih baik
3048,anak jalanan gak diurus giliran yg diekspos malah sok peduli nasib
3049,sinetron yg jelas ga sesuai dgn anak indonesia dibiarkan jelas sudah kualitas manusia2 yg ada di kpai
3050,pemerintah rekrut orang bodoh semua di gaji mahal cuma huat copas uu ekplotasi anak itu yg di bawa pawai pakai bendera tauhid di kepalanya sekarang dana besar buat cetak anak berbakat disasar gobloknya teramat goblok
3051,kpai harus dievaluasi program kerja dan hasil kerjanya harus dipaparkan ke publik karena mereka pengguna anggaran
3052,nah kan kalau udah begini kaya apa coba pasti ada yang dead lock diantara djarum dan kpai dibuka aja deh mana yang bikin mampet rundingannya biar masyarakat bisa bantu gue aja pernah anterin anak gue audisi ke sono itu luar biasa banget pabrik rokok tapi ya pas di lapangan ketat aturan dilarang merokok ayo kpai kasih rekomendasi yang bisa diterima masyarakat dong
3053,ya begini lah indonesia no good deed goes unpunished pihak yg berniat baik malah di curigai sekarang elu ngoceh2 klarifikasi kentut lah kau kpai
3054,kpai sontoloyo
3055,sekumpulan orang bego diangkat jadi pelaksana komisi hasilnya keputusan bego tentu nya
3056,tujuan bagus tp kenapa gk disosialisasikan dan klarifikasi tujuannya giliran djarum ambil langkah baru deh nyari aman dgn membela diri gk mau disalahin dasar komisi gk ada kerjanya
3057,mulai 2 2 kpai siap melakukan proyek audisi bulutangkis jika djarum tidak sanggup
3058,lu gila ya djarum ga usa exploitasi jg uda paling kaya se indonesia ini malah ajang pencarian bakat kok dihentikan urusin sinetron aja kpai
3059,betul hentikan saja biar kpai nanti yg cari bibit bulutangkis satu2nya olahraga yang bisa dibanggakan negeri ini namanya olahraga ada sponsor ya wajar emang pemerintah mau bayar dasar geblek ga punya otak
3060,giliran anak anak dicuci otak sama paham khilafah pawai kibar kibar bendera isis yang dilarang pemeintah pura pura gak lihat otak mana otak
3061,tapi untuk audisi bulutangkis yang diselenggarakan pb djarum foundation sebaiknya kpai menelaah dulu apakah pb djarum foundation menampilkan logo rokok djarum selama audisi berlangsung jika tidak maka audisinya tidak bertentangan dengan pp
3062,setau saya djarum fondation sama rokok djarum beda djarum fondation suatu brand sendiri itulah mengapa djarum fondation booth nya bisa nangkring di indonesia open padahal penyelengaraan grand prix bulu tangkis tsb standar dunia dan tentu saja produk tembakau dilarang wbf jauh lbh tau hukum kan
3063,sip tambah memalukan negara ini olahraga tidak ada yang bisa dibanggakan dan satu2nya bulu tangkis yang bisa diharapkan tutup juga
3064,di indonesia ini banyak yg ngga nyadar bahwa indonesia masih di bawah level ekonominya shg ngga punya dana utk maju kpai hanya lembaga yg jago teriak tanpa solusi aksi
3065,mudah2an kpai yang akan meneruskan audisi bulutangkis untuk anak anak sehingga mendapatkan bibit bibit yang berbakat
3066,jarang sekali atlet merokok karena atlet yg merokok akan jauh dari prestasi trus kalau sampai anak2 merokok itu bukan salah pb djarum banyak penggemar non bulutangkis yg menjadi perokok aktif
3067,gak usah panik kpai akan mencarikan penggantinya komisi yg cuma banyak mulut tdk berguna
3068,minta kpai aja yg jadi sponsor tunggal acara audisi bulutangkis
3069,kpai sdh berbuat apa utk negara ini
3070,jalan terus jarum kudus ciptakan bibit atlit bulu tangkis indonesia yg berkelas dunia memang utk maju perlu biaya dan pengorbanan gak ada yg gratis turun dari langit aturan yg buat manusia walaupun sdh ditulis merokok dapat merusak kesehatan dg gambar yg mengerikan nyatanya tetap saja tdk bisa menghilangkan pecandu rokok yg merokok tetap jalan teruuuss pajaknya juga diambil teruuuusss lanjutkan djarum
3071,emang kpai mau mencarikan sponsor olahraga pencarian bakat olahragawan indonesia karena dari dulu sponsor jarang sekali meminati untuk sebuah even pencarian bakat olahragawan muda harusnya kpai sebelum membuat persepsi cari dulu solusi untuk bisa mendapatkan sponsor selain produk rokok
3072,pb jarum sdh betul mrk tidak mau aturan dan teori kpai yg yg seolah olah membunuh karakter mrk kpai terlalu terlalu jauh mengaitkan lambang dan logo rokok dgn program olah raga
3073,kpai lain gatal lain digaruk sono masih banyak kasusu eksploitasi anak harus dibedakan mana yg ada manffatnya atau mudoratnya gara2 kamu banyak anak indonesia tidak bisa lagi menyalurkan bakatnya untuk menjadi aglit nasional
3074,kpai ketuanya cari panggung sebentar lagi bibit atlit sepakbola atletik renang karate dsb akan hilang karena latihannya toh pasti kadang2 dibentak bentak dan keras secara phisik
3075,ngeles tingkat tinggi
3076,yang keluar duit untuk memberi beasiswa adalah djarum foundation tapi dilarang memasang logo djarum kpai itu gobloknya sundul langit saya dukung pb djarum menghentikan semua beasiswa biar kan kpai yang suruh tanggung jawab saja lumayan menghemat uang yayasan
3077,dan kenapa baru sekarang ngeles aja kaya bajaj politik kah atau ud83d udcaf kecewa maju terus pb djarum
3078,kpai itu dibentuk pemerintah dari uang pajak dan cukai yg sebagian dari pabrik rokok bpjs sendiri kemaren bisa dibantu dana talangan dari cukai rokok pada saat pabrik rokok mau membalas kebaikan dg mendanai sesuatu yg baik seharusnya jangan banyak orang munafik
3079,kpai apaan sih kerjaannya
3080,di disponsori kpai aja coba wkkk
3081,kpai telah menggunakan pasal yg bukan di lingkup kerjanya untuk mengelak kegeraman masyarakat atas terhenti nya ausisi calon juara badminton
3082,nyari panggung dengan merusak panggung orang cara tidak beradab dari manusia kurang kemampuan fikir
3083,kpai aja bikin audisi bukutangkis biar puas
3084,komisi perlindungan anak indonesia kpai tdak adaa mabnaatnya mkan gaji buta
3085,jadi kalau ada aturan pengecualian kpai tidak akan keberatan
3086,kpai gantian suruh ngelola pembinaan bulutangkis dan smua olahraga lainnya jangan cma bisa ngurusin anak artis lagi masalah itu mah pak erte jg bisa
3087,kpai pancen goblok
3088,pak yai turun tangan
3089,kontribusi kpai utk negeri ini apa y
3090,kpai modal ngomong doang pb jarum yg mengeluarkan biaya jadi korban
3091,kepentingan penyandang dana bikin gelap mata
3092,boss ajang pencarian bakat di televisi juga exploitasi anak juga krn memasang logo sponsor
3093,kalo gw yg punya djarum akan gw stop permanen djarum sudah menyumbangkan bibit terbaik bagi anak negeri mosok negara gak menghargai sama sekali djarum cuman pake kaos doang lu permasalhin urus tuh anak anak di pembuangan sampah dasar kpai kagak bisa menimbang untung ruginya emang lu pikir anak anak gak rugi kalo djarum stop gitu
3094,apakah ini program jangka panjang kpai supaya tdk ada prestasi supaya ke dpan masyarakat tdk ada kebanggaan untuk negara ya ud83e udd14
3095,sudah jelas bhw regulasi yang melarang produksi rokok kretek adalah pesanan lobby pabrik rokok amerika lawan
3096,bodoh nya kpai bikin statement blunderrrr
3097,djarum foundation adalah yayasan bukan pabrik rokok nya kpai goblok
3098,tanggung jawab utk pembinaan anak utk olahraga sekarang kpai
3099,kpai ga jelas yg memunculkan permasalahan ya kpai sekarang berlindung uu siapa yg bisa mewadahi anak2 berbakat kalau bukan salahnya djarum kpai hanya bisa teriak dan ga bisa mewadahi khan mules rasanya
3100,ayo bikin referendum seluruh indonesia dengan pilihan vote hentikan audisi beasiswa pb djarum atau bubarkan kpai yayasan lentera anak
